indice_cliente,probabilidade_churn,churn_real
2967,0.9390029103018432,1
1307,0.938845346270005,0
958,0.9383853829628834,0
734,0.9376517109786465,1
1039,0.9372936967685299,0
9823,0.9348567754821672,1
7835,0.934572146474492,1
1446,0.9342913599108453,0
6066,0.9341548722218267,1
6715,0.9328819489066789,1
4087,0.9328172996268088,1
7031,0.9310605624492527,1
4217,0.9304356698483028,1
10112,0.92911012785637,1
6271,0.9286604509204042,1
1239,0.9281356610809309,0
544,0.9275000605486262,0
1430,0.9267061386413599,1
5520,0.924969430672687,1
6719,0.9249063908280655,1
40,0.9242560655556188,0
4045,0.920624457310585,1
5931,0.9205989671540711,1
3638,0.9192898938024067,1
1723,0.9191508581017411,0
370,0.918404399361262,0
6225,0.9182666278657756,1
9916,0.9158039179020739,1
426,0.9153011230543244,1
9158,0.9143975775572949,1
5882,0.9139261087303239,1
258,0.9139184063834822,0
7113,0.9127984693492379,1
9389,0.9127573463757568,1
9183,0.9122395448495542,1
3795,0.9121361673099062,1
4030,0.9119268090006041,1
3382,0.9117782137459649,1
7273,0.9087926772235587,1
1052,0.9055083581437553,0
6995,0.9049177918901073,1
6085,0.9031184552885166,1
1186,0.902612970846682,0
8146,0.9026118517741644,1
5915,0.9022360046911843,1
9597,0.9020994961128166,1
5681,0.9016096586401526,1
9195,0.8982277947470901,1
7390,0.8970943053997729,1
1467,0.8956081335084878,0
4824,0.8948217202339697,1
8181,0.8946812638682501,1
5671,0.8946235147305751,1
5460,0.8945263983077577,1
3520,0.894281867924854,0
924,0.8936070389925779,0
1870,0.8933803365194193,0
8431,0.8921675804206773,1
3033,0.8895729035371733,0
5966,0.8882873264745074,1
4677,0.8876551627463752,1
7135,0.8872642405095628,1
10001,0.887107209166588,1
598,0.8866894214070318,1
5599,0.8853812866154004,1
5384,0.882300329852618,1
3014,0.8821593222734851,0
4441,0.8815720190546197,1
3333,0.8810426121975834,0
6708,0.8792925083199865,1
6232,0.8791840805628727,1
6143,0.8781150994769469,1
3626,0.8777968334979306,0
5614,0.877641991284625,1
515,0.8772152825160898,0
7618,0.8771337569226598,1
672,0.8758017155043889,0
2182,0.8742320330421673,0
875,0.8725207233638049,0
7906,0.8719553659043283,1
6294,0.8709645202148022,1
8888,0.870374091487704,1
274,0.8695041802918253,0
3370,0.8680638421617983,1
5177,0.8622402991566549,1
10119,0.8622148661185398,1
7943,0.8608333594157799,1
7266,0.8606854545352651,1
71,0.8602411904550904,0
8200,0.8576884132893468,1
2264,0.8568364733124824,0
4680,0.8546051271838011,1
9612,0.8533568232867497,1
1043,0.8527901930202147,1
428,0.8519190745633226,0
5619,0.8516314310323855,1
9266,0.8512583660196644,1
7676,0.8500833022106622,1
5851,0.8489240774207081,1
5190,0.8461517064554084,1
7070,0.8453827502145376,1
1284,0.8445085017445988,0
1469,0.8440786065431292,0
266,0.8425621357550579,0
7461,0.84004559834383,1
65,0.8390829526435302,0
9528,0.8382089131014422,0
5686,0.8354263440964504,1
8700,0.8335669352670241,1
5372,0.8324010845302877,1
9244,0.8312741967557084,1
9788,0.8307626502769104,1
124,0.8301433966147621,0
5714,0.8288942799763018,1
4731,0.8269912474365225,1
3297,0.8268501991565188,0
5363,0.822801809575097,1
3810,0.8202122854742132,1
7879,0.8201228696636249,1
2577,0.8183700036670106,0
5137,0.8173345758883246,1
4487,0.8137226688094972,1
1092,0.8136167650666469,0
6522,0.812217578404324,1
682,0.8116249600223996,0
373,0.8107784110453748,0
3801,0.8101004649572713,1
8039,0.8026467838889946,0
159,0.8024784017644475,0
1629,0.8012649066069546,0
710,0.8010847750190051,0
4900,0.8000278272436838,1
9655,0.7972313170056047,1
48,0.7971515070553268,0
2553,0.7961707440314855,0
1994,0.7960820757937348,0
1776,0.7947767011568196,0
9314,0.7944882399638623,0
8498,0.7906067290785547,0
1928,0.7901388414338486,0
101,0.7901355161506791,0
1273,0.7896568641950099,0
1179,0.7887271888532037,0
2953,0.7878013488827137,1
9354,0.7875502125337845,0
2494,0.7873737587506493,0
8797,0.7861670126384979,1
827,0.7854264581229008,0
1558,0.7837613505349188,1
10118,0.7834010951593053,1
288,0.7825191968393128,1
2225,0.7815080269021016,0
5677,0.7803118789374796,1
1831,0.7802825604528395,0
1819,0.7801216926164654,0
4486,0.780085724338749,1
7955,0.7779837985013187,1
2793,0.7776698205718727,1
1507,0.7765912352215526,0
1725,0.7739203257520658,0
4588,0.7739084005975512,0
5267,0.7723340236060635,1
10050,0.7716111685433725,1
134,0.7706229207627162,0
1258,0.7704842063351705,0
636,0.7676787475117759,0
9334,0.7657037329542112,1
6524,0.7645404273066526,1
4335,0.7620903480371757,1
3123,0.7575908134324733,1
1066,0.7571619861769718,0
793,0.7531671379692325,0
8613,0.753044637153674,1
2960,0.7494029651821765,0
6577,0.749062737089072,1
9959,0.7488962830384586,1
5374,0.746991543697554,0
9483,0.7466573950537186,1
123,0.7459427065481425,0
1997,0.7450576231308991,0
9964,0.7441106535884917,0
165,0.7434799820126301,0
397,0.7427989579410683,0
2650,0.7427129358463591,0
245,0.7391724382178096,0
1291,0.7379154465569292,0
10051,0.7376563446144402,1
4147,0.7374722573712509,1
2432,0.7371770266328448,1
454,0.7361279949631526,0
8189,0.7354228743550553,0
8470,0.7345846805474766,1
1003,0.7340186160903562,1
3776,0.7329971216547039,1
1055,0.7309571159864815,0
2748,0.7302235561467975,0
2345,0.7298723059054263,0
4536,0.7295321006066648,1
5963,0.7294321731223169,1
9293,0.7280995184345432,0
5149,0.7264609838828066,1
4489,0.7255294313754638,1
1141,0.7247468159817003,1
3940,0.7237977358246868,1
1077,0.7212685245090736,0
3701,0.7206967249519347,0
6663,0.7195271829904063,1
2853,0.7192409187480493,1
2156,0.718303615903794,0
5324,0.7163082030287864,1
9526,0.7158229749598713,1
9590,0.7154976317846364,0
9756,0.7149959324491993,1
8842,0.714153956584337,0
6586,0.7127226911518927,0
2082,0.7119298346637618,0
7387,0.7108518482880932,1
462,0.7090303108555291,0
949,0.7088844418169497,0
9508,0.7069073553642417,0
1625,0.7067683446451688,0
1785,0.7067001477859157,0
6865,0.7062538099515274,0
7629,0.7040764092426381,0
9596,0.7039944917173828,0
1898,0.7037028390316433,0
1128,0.70283869954332,0
6650,0.7008681899156327,1
7122,0.6995195122935258,0
3904,0.6968112951127495,1
8267,0.6953394167289912,1
8656,0.692705059193951,0
1423,0.6893636552671095,0
7296,0.6883633600440723,1
1346,0.6871571329782686,0
1177,0.6855022953060228,0
5854,0.6836674779853165,0
4098,0.6835828737198683,0
4733,0.6835028995631593,1
2443,0.6821426863691888,0
3311,0.6821179206038009,0
3332,0.6819682567085972,1
3899,0.6814107032134504,0
59,0.6789904889595627,0
977,0.6764628531792356,0
9399,0.673059401196719,0
3576,0.6722966402564612,0
203,0.6682794763611963,0
9648,0.667902055503506,0
2258,0.6678578820952596,0
2749,0.6668858183966252,0
1448,0.6665123536164461,0
2370,0.6654515727818056,0
5129,0.6653948572282827,0
6468,0.6645572075788985,1
9332,0.6634212389253388,0
1722,0.6629921148061293,0
994,0.6620220585791268,0
1064,0.6614773263464426,0
2108,0.6613057792289411,0
8066,0.6576540635647621,0
352,0.657027833073284,0
1045,0.6549917233328932,0
1381,0.653727973492201,0
501,0.6535258448793196,0
927,0.6532929538550537,0
859,0.6531003213464978,0
8572,0.6519844006938358,0
8125,0.6513804869892743,1
9873,0.649882258178432,0
9639,0.6491169856713374,1
1445,0.6442308500768643,0
9275,0.6438721351848918,0
7594,0.6436975166136661,1
5148,0.6428534433404502,1
246,0.641849983187386,0
800,0.6407130259473992,0
4222,0.6372292557549276,0
9445,0.6364341110706039,0
1960,0.633211299963091,0
1356,0.6308092580000231,1
1838,0.6304909880677525,0
7187,0.6267814226183176,1
289,0.6259536177946594,0
5711,0.6246481178692689,1
6742,0.6227186933221238,0
9342,0.6207645932504379,0
1733,0.620692676390807,0
9101,0.6191157568002533,1
1923,0.6190639633077564,0
1317,0.6148065531257089,0
8901,0.6133580994759957,0
9138,0.6133114675412539,0
8437,0.6117167928388386,0
126,0.6114647541275009,0
2029,0.6088515331039337,0
174,0.6081732069515293,0
3391,0.6029839269452285,0
1526,0.6020667927352076,0
5478,0.6003664160073416,0
866,0.5963641304076144,0
2010,0.5962543970784462,0
755,0.5961814434569338,0
4732,0.5953011072176823,0
4942,0.5939529038144392,0
1670,0.5930208201886957,0
1125,0.5925305677197804,0
7900,0.5917642611324543,1
9346,0.5916278326510502,1
443,0.5910471494565418,0
2535,0.5890384092445942,0
3068,0.5872352287602426,0
6640,0.5868953908207147,1
9975,0.5845540307022077,1
3064,0.5822715823893323,1
2336,0.5809663074073163,0
5168,0.5807502428706106,1
2410,0.5804297566029617,0
2383,0.5778485922877533,0
4540,0.5771536070211623,1
9545,0.5770802610687858,1
9328,0.5769308237749828,0
1503,0.5767410887738399,0
222,0.569487920174683,0
819,0.5692937581656468,0
232,0.5690708308406444,0
6215,0.5677173461753727,1
9672,0.5661065380557175,1
255,0.5608550621745618,0
2026,0.5607934141365405,0
2839,0.55990201436748,0
3387,0.558874830027982,0
2351,0.5586603155617539,0
8396,0.5574050012614132,0
8546,0.5553022852894982,0
1345,0.5549759288773566,0
2180,0.5534822773143201,0
8736,0.5520259471912244,1
8972,0.5495154002399376,0
2568,0.5483473922328193,0
3617,0.5468631493208896,1
10103,0.5460689486637715,1
5082,0.5442133456578644,0
2155,0.5441460323251097,0
9768,0.5417905226940528,1
2178,0.5402740346265695,0
3269,0.5372254161184985,0
2171,0.5362882077115628,0
5836,0.536171152963823,1
1458,0.5348679135981882,0
3198,0.5343059371391742,0
4198,0.5332385198774376,1
377,0.5321107391254988,0
5734,0.5316097105731856,1
4946,0.5294806718997164,1
514,0.5290434347306353,0
2848,0.5279351537964418,0
6744,0.5261294167028965,0
337,0.5236420446618788,1
2167,0.5234643007626572,0
721,0.5230011782696794,0
2700,0.5197595831777975,0
9888,0.5181535431486624,1
3736,0.5179364451209747,0
1844,0.5164748228788608,0
315,0.516250940086171,0
2807,0.5151869272793012,0
2179,0.5133176166906926,0
1180,0.5113660611989749,0
10037,0.5111860295916605,0
9654,0.5108068739633583,0
1787,0.5106879514533972,0
6731,0.5105212032765799,1
259,0.5101998139622292,0
3083,0.5048054446443379,0
3102,0.5040524916052621,0
9574,0.5003513626618928,0
10096,0.5003144067873232,0
2006,0.49960711463058183,0
9012,0.49783144613009345,0
3856,0.49350195318307405,0
1341,0.49117687368636914,0
3595,0.48969700610607,0
7624,0.4873783869327847,1
5980,0.48669163747724925,0
1241,0.48646802665002237,0
6473,0.4862939286365474,0
9028,0.4827710123509389,0
3329,0.48148784549116025,0
9351,0.4810173665246512,0
9752,0.4804192289464608,1
8365,0.4794549552156138,0
1059,0.47730645364455093,0
9211,0.4768517723005249,1
2165,0.476157695627227,0
1463,0.4758278279921149,0
9451,0.4753950767011972,0
5283,0.475340242462959,1
951,0.4752246958268349,0
4851,0.474464217784042,1
502,0.47402673744624235,0
4828,0.4726372315769,0
3216,0.4726236021325893,0
8704,0.4723762764925608,0
1107,0.47133434695349474,0
9938,0.46967728243070894,0
6931,0.46730423445380664,0
3703,0.4652442189382927,0
3889,0.46447815554354394,1
1919,0.46268719243953016,0
8006,0.46201286300097405,0
9886,0.4587561398153969,0
204,0.45716674416811576,0
9978,0.45714791299788504,0
3394,0.45603822468202504,0
9215,0.4536988470002838,0
2930,0.453005503439488,0
1434,0.452138204716379,0
2338,0.45208386546824747,0
8618,0.4483888029281992,0
8234,0.4478534323598914,0
675,0.4471831884511544,0
6943,0.446410644455148,0
1841,0.4452863055927838,0
8121,0.4438329979770005,0
4994,0.44094093744541096,0
2950,0.4402895775008892,0
2582,0.44000066439043817,0
5553,0.43612425879703837,1
3417,0.43599139487871225,0
5391,0.43596555498885214,1
6290,0.4356454713573188,0
4310,0.4337996929428933,0
8489,0.43136887990415,0
9817,0.42878771255238163,1
679,0.4274975481577935,0
8883,0.4271420039647276,0
1524,0.4260869528533336,0
8317,0.42350668591471957,0
5954,0.42192247659286775,0
1496,0.4204621471228843,0
2761,0.4193851926778231,0
10066,0.4189787215917872,0
331,0.41873682637002263,0
3132,0.41771840291790663,0
6812,0.41691996081564925,0
9720,0.4138404071227293,0
2936,0.41332600342201126,0
9301,0.41275889541328814,0
6749,0.41031462418393794,0
2149,0.40972635299844784,0
8471,0.4095114282483064,0
4910,0.4091638900384314,0
9,0.40855514872880644,0
6119,0.40839816315621436,0
7346,0.40774300210453546,0
3259,0.40740614473947573,0
410,0.4073128510938214,0
6249,0.4070833742513044,1
3927,0.4054025009774201,0
4260,0.4051352543495782,0
8859,0.40407844590718084,1
8846,0.40379290767458087,0
8187,0.40318026329916945,0
1129,0.4019418817213298,0
2399,0.40160325965887433,0
1379,0.4013881279027583,0
806,0.4011433830105952,0
430,0.3997273601202426,0
359,0.3992710833348619,0
3425,0.39889703344752564,0
3327,0.3979100864735645,0
5410,0.39763967322173793,0
2107,0.3959835715614617,0
2039,0.3956532351023505,0
10032,0.3953741255909324,0
1452,0.39407164853690524,0
2148,0.3923636093147453,0
6398,0.39141106002313286,0
5962,0.3908688194950898,0
8348,0.3902757617922477,0
5,0.389587987833011,0
4806,0.3895327425098695,0
5005,0.3889307223394473,0
8976,0.3872001982455065,0
6315,0.38654606225490734,0
2954,0.38645188164988414,0
6392,0.38619667868546576,0
1410,0.38577884058976675,0
975,0.38232372350980065,0
1664,0.3795171787458515,0
2773,0.3790155183735906,0
3043,0.37849148595114807,0
58,0.3744054402318841,0
1759,0.37324523613822647,0
5399,0.37304805830635873,0
5078,0.372389007567874,1
7491,0.3712064517620475,1
7562,0.370945192735346,0
9223,0.37068191258725425,1
2263,0.36792568557118294,0
2013,0.36702542106542574,0
2093,0.3653428975558337,0
5936,0.3648308513054709,0
148,0.36436462209955384,0
7908,0.3640911451346936,0
2150,0.3636363896565287,0
1641,0.36172113280012896,0
9448,0.3599849019938023,0
9439,0.3597033978852763,0
3492,0.35917735588066824,1
1383,0.35857853690548136,0
9466,0.3582356544278506,0
9473,0.3579895064141342,1
79,0.3562100348439209,0
1614,0.35543435056839534,0
4140,0.3542788264964804,0
4716,0.35413339928250004,0
9899,0.35310374219511825,0
2356,0.3528057278103015,0
9474,0.35163313209009206,1
4911,0.3498807054276539,0
2123,0.3497418961122997,0
8569,0.34953316130777784,0
2037,0.3484828580543804,0
5150,0.3471040203242436,0
2220,0.3448979098849189,0
9726,0.34384956640563985,0
1737,0.34356574671420526,0
8274,0.34285726561356444,0
8421,0.3428256071237206,0
8544,0.34273818056748356,0
4706,0.3410997931285436,0
2387,0.34069202041250235,0
42,0.3405468459844341,0
742,0.33982205405251226,0
4478,0.33961715651558505,0
10006,0.33956145451747854,1
9679,0.33893757127654234,0
540,0.33861182921834704,0
5256,0.3378988378869819,0
1980,0.33768936456824644,0
6861,0.3369379839681251,1
7460,0.33634319556898484,0
8174,0.335827829489721,0
8157,0.33268034976779615,0
6367,0.33259566358850856,1
9252,0.33257225402576873,0
841,0.3305101067106769,0
9944,0.3291932638720273,0
6362,0.32815468693897154,1
9209,0.32777057115593544,1
1439,0.3276831546761401,0
1800,0.32736718615389965,0
1646,0.3272420320978448,0
154,0.3246278295992008,0
1437,0.32451784777780673,0
5631,0.32252129000371704,0
4002,0.32240205984194276,0
5030,0.32080809845809755,0
3429,0.3207917579474861,0
164,0.31818414950549007,0
8240,0.3174989716880444,0
1877,0.3166935243611794,0
9087,0.3164896367921249,1
6876,0.3160297676154884,0
8752,0.31478559030559017,1
6976,0.31442015601984735,0
5087,0.31430932082358903,0
3124,0.3135104745574497,0
460,0.31289824310032016,0
3283,0.3104842238841977,0
9721,0.3095540421463389,0
5502,0.3094750273662633,0
3671,0.3093076986330456,0
5219,0.3086448762533628,0
4215,0.3079144752187918,0
5660,0.3076245847983006,1
8826,0.30609981878582837,0
3512,0.3059133200964115,0
8054,0.30519769612798225,0
5396,0.3048434224401571,0
9199,0.304358431762105,0
2465,0.30403536386884694,0
1032,0.30358933085688145,0
2591,0.30281405019177526,0
1719,0.30269954028061385,0
961,0.3019236628031604,0
2084,0.2994193582038705,0
1726,0.29682197842892255,0
1017,0.2967757130205551,0
4669,0.2952252631810777,0
753,0.2941977327682173,0
2978,0.2941400725937401,0
2603,0.2938956614774376,0
4757,0.2935240879244711,0
585,0.2930080857215195,0
6680,0.29155544695890906,0
3060,0.2910508145488831,0
9968,0.28865016731205106,1
1237,0.28829344492723047,0
2927,0.28794017643904474,0
2530,0.2879201264976981,0
9235,0.2865389070022129,0
7494,0.28646468971403055,0
9603,0.28533819370309893,0
3206,0.28463183118651264,0
2243,0.283387062377197,0
9270,0.28280547369771586,0
2393,0.2827489782954069,0
2455,0.2824516670003694,0
923,0.2819666432097809,0
6808,0.2807355236503729,0
9663,0.2802717904086707,0
3997,0.280242182283774,0
1801,0.27974902847746874,0
6405,0.27813111452843986,1
7208,0.27807003534283653,0
2313,0.27778208663230197,0
3959,0.2771740997559766,1
10123,0.2742239451839652,1
566,0.2739699840431139,0
5343,0.2736657234119225,1
9347,0.2724493134816431,0
2989,0.27176554474172987,0
9879,0.2692647832034781,0
2756,0.2690873763298742,0
121,0.26898256902791573,0
3845,0.26887221809387146,0
9159,0.26876374579842416,0
807,0.26681603664716874,0
4885,0.2667650988362963,0
8406,0.2667461464468059,0
1104,0.26668975720555493,0
9176,0.26521599561880965,0
5146,0.2649906888245097,0
4526,0.2626759647834376,0
601,0.2624681608569969,0
9265,0.26128660725934405,0
1387,0.26081380864119014,0
860,0.260113468719303,0
5164,0.2599490612048474,0
9164,0.2597491753475432,0
3805,0.25957353226127405,0
6021,0.2595707046347077,1
390,0.25925145436405495,0
2713,0.25876117951535327,0
6625,0.2587117314312823,1
2640,0.2585568876068848,0
8118,0.25827520072412136,0
1103,0.25816573446320595,0
9303,0.2577869595341331,0
1280,0.2574165693247052,0
4384,0.2574097459987916,0
8919,0.256985427245082,0
738,0.2559211973108964,0
2070,0.2559172946758232,0
9378,0.25495058305779295,0
10072,0.25490024624793933,0
5545,0.25470419123165206,0
9479,0.2545972550682497,0
2096,0.2543136978311519,0
625,0.2538507935631575,0
3870,0.25370417812182317,0
750,0.25346803256106065,0
7876,0.25320534979648956,0
524,0.2523047986523456,0
5285,0.2522110949739284,0
1491,0.2514230883940499,0
2992,0.2503787515894123,0
7797,0.2495315798952896,0
3572,0.24945348588546382,0
9407,0.24819780634243668,0
6341,0.24697773972161696,0
4949,0.24671343633376908,1
9475,0.24575153861719723,0
2318,0.24570920673683427,0
142,0.24443580609507154,0
2965,0.24429098848949546,0
213,0.24372877444907043,0
8623,0.2435219413945896,1
8920,0.2432895111003351,0
8732,0.24298421674586537,0
9198,0.2428303672757911,0
5470,0.24281331170005332,0
7834,0.24108805034036018,0
6030,0.24094164307695873,0
8111,0.24030409825597399,0
5797,0.240220625313392,0
8140,0.23995772160381376,0
3129,0.23964795665565228,0
2202,0.23964349625739007,0
1883,0.2386033455479496,0
3103,0.23842818692123174,0
5710,0.23782080655968915,0
7315,0.23622553094532575,0
3623,0.23615352960071453,0
133,0.23558954990244627,0
1773,0.23549094403154672,0
9222,0.23453373588854623,0
3569,0.2338972556660233,0
6246,0.23307446209878274,1
9673,0.23293953182347332,0
3890,0.2328503584725625,0
3919,0.2323861063616461,0
1600,0.2316411390084115,0
9437,0.23122375539877368,0
6683,0.23075170969041195,0
6179,0.22982055919852334,1
1952,0.2294579437336236,0
8973,0.2292121906712942,0
7464,0.22918141529814562,0
3676,0.22863186713736292,0
518,0.227841171861672,0
6461,0.22774074462311966,0
3932,0.22745152446380143,0
4884,0.22621958401065717,0
8809,0.2256459210620554,0
9548,0.22542251128981747,0
4843,0.22477628990174567,0
8573,0.22463574316594834,1
2400,0.22460135114865237,0
7917,0.2244872602715202,0
9509,0.2234353472976128,0
3084,0.2234033248206218,0
9715,0.22238186582861585,0
9786,0.2221420726738482,0
1691,0.22144284790944516,0
3873,0.21915335034870775,0
9285,0.21880391912364178,1
4772,0.2185541040469053,1
5496,0.2183828488335706,0
138,0.217744945856318,0
1888,0.21681997845438705,0
7014,0.21651245254417528,1
7362,0.21565127835128792,0
7502,0.21549558550647066,0
7085,0.21363078767871616,0
8458,0.213145990087347,0
3571,0.21033418603029067,0
690,0.21031942630149342,0
6149,0.21010728985725774,0
4683,0.20987533005107595,0
7180,0.20934022811286318,0
1845,0.20815531847084875,0
439,0.2076670277940701,0
5094,0.2071964804272,0
3052,0.2070845386800849,0
3734,0.20587708875002106,0
2347,0.20498153987694814,0
7295,0.20467464387487277,0
218,0.20421667831248766,0
7448,0.20394124384863999,0
3455,0.20352280690678,0
1293,0.20340377653994615,0
9469,0.2031039862553918,0
3006,0.20299969329538484,0
9190,0.20273528487418016,0
2698,0.20137940113023667,0
6105,0.2011912923646088,0
2691,0.20112831771159878,0
200,0.20087099395053373,0
5701,0.20056501663016532,0
5586,0.20015186874100688,0
5317,0.19967817436543675,0
2398,0.1995935417209978,0
2834,0.19929404348480123,0
7155,0.19899047278076556,1
9601,0.1986929315085023,0
4618,0.1979011715304028,0
2681,0.19768742835371242,0
1803,0.19699847095280207,0
2911,0.1968207057204966,0
3375,0.19627655348943496,0
9920,0.19603339347706206,0
1407,0.1954709111516941,0
9952,0.1953275808899432,0
2074,0.19475326257792838,0
8651,0.19131586340879198,0
9552,0.1909521251501589,1
6970,0.19044550613001635,1
687,0.1903473044067753,0
8646,0.18959250123143181,0
4685,0.18957186065483217,0
7115,0.18921372404363415,0
6666,0.18914149781833597,0
4279,0.18912681940157636,0
3840,0.18908785297226452,0
3659,0.18908383995531408,0
2315,0.18782411244665526,0
1790,0.18782223076184434,0
5329,0.18753111967608768,0
9344,0.1872938622369662,0
4149,0.1857686380744437,0
4932,0.18570148484324758,0
801,0.18561259927409243,0
2226,0.18417568498165923,0
9044,0.18380393850890342,0
600,0.18374979948927017,0
5776,0.1835704546153741,0
6705,0.1834622095228368,0
6813,0.18278931520030292,0
1479,0.18244988827743217,0
1028,0.18230508274893928,0
1441,0.18166944530395102,0
4799,0.18070088391762457,0
8892,0.18057160129872446,0
9743,0.18054420127623136,0
9452,0.18011452690414062,0
1757,0.1798214955796854,0
8801,0.179260579466972,0
6972,0.17835165696671512,0
5911,0.17821050559593588,0
8772,0.17785238042252557,0
7467,0.17739521214060544,0
7501,0.17679558217933594,0
3906,0.17663885400096954,0
569,0.17604687683653206,0
8980,0.1760313985867139,0
2829,0.17585992451939197,0
2360,0.17577387063263558,0
5186,0.1757002880005511,0
746,0.1743109898805206,0
6595,0.173294667501321,0
3156,0.17234718317547312,0
1385,0.17182805260537776,0
8922,0.17110948147984187,0
3582,0.16981053945578425,0
7758,0.1694411699488753,0
8734,0.16920236455150228,0
1609,0.16800498695785948,0
6621,0.16758373050830067,0
8197,0.16659325759051813,0
9197,0.16581876691877614,0
8476,0.16578190186171474,0
9447,0.16556596709604487,0
5509,0.16542580577801966,0
3205,0.1653202579496727,0
4314,0.16456283090678178,0
9349,0.1644705879676627,0
2237,0.1643550413417894,0
8657,0.1634163481634189,0
703,0.16322342870720755,0
2651,0.16318363123024457,0
9188,0.16296698704228255,0
570,0.16284837967064958,0
4194,0.16159367620758391,1
2969,0.16112957777639292,0
3348,0.16074436739981635,0
6514,0.16073280980241647,0
6049,0.1604649751084005,1
6598,0.1603418666988729,1
6176,0.16027819782045394,0
6071,0.1601360324780699,0
8855,0.1596466134576484,0
4512,0.15952697299048588,0
7824,0.15882601223656337,0
7146,0.15872965161477418,0
1176,0.15809755301706746,0
9996,0.15786651438950086,1
422,0.15777084185656085,0
1063,0.15757928351519546,0
1194,0.15755384183288987,0
3769,0.1574289973065867,0
8896,0.15735690256258636,0
3682,0.15686904717786637,0
1897,0.1567312827582486,0
10062,0.1567213927657918,0
8095,0.15605541574838033,0
2599,0.15602000589427126,0
8779,0.15557153282376776,0
3010,0.15536904628602036,0
7071,0.15514716844758059,1
713,0.15511325075684806,0
10067,0.15493288442362396,1
2805,0.15471062380984563,0
8555,0.15446076079962048,0
3378,0.1543923820556499,0
5693,0.15438267592087537,0
3987,0.15405246249441829,0
849,0.15398631788358136,0
2021,0.15367748944099724,0
6849,0.15366069137420615,0
1277,0.15349866214694563,0
5867,0.15336540540273425,0
5477,0.15322777145673772,0
2076,0.15305698707957374,0
8410,0.15240169238713858,0
